trip_id,timestamp,origin_lat,origin_lon,destination_lat,destination_lon,distance_miles,surge_multiplier,fare,status,vehicle_id,pickup_distance,pickup_time_minutes,reason,nearest_pickup_distance,nearest_pickup_time,missed_revenue,datetime
TRIP_000000,0.0,37.800919556146965,-122.45586513466853,37.724641391026296,-122.45294131560006,5.274220872563996,1.0,7.219376698051197,assigned,64.0,0.372904422023669,0.8949706128568061,,,,,2025-01-16 00:00:00.000000
TRIP_000001,8.179410842833098,37.858844153191,-122.48019980808347,37.852846945825036,-122.49347960854172,0.8348223240804541,1.0,3.667857859264363,assigned,25.0,2.966113661307792,7.118672787138701,,,,,2025-01-16 00:00:08.179411
TRIP_000002,25.63143847694164,37.71420836106392,-122.44291429879684,37.76723533260749,-122.43904142603625,3.670952282496739,1.0,5.936761825997392,assigned,23.0,0.6077549037686201,1.458611769044688,,,,,2025-01-16 00:00:25.631438
TRIP_000003,35.45015786179731,37.77459390228014,-122.38672401244106,37.71144987665945,-122.48917992547112,7.09919005392875,1.0,8.679352043143,assigned,41.0,0.38986222298703904,0.9356693351688941,,,,,2025-01-16 00:00:35.450158
TRIP_000004,51.53569683442328,37.81918839036837,-122.43342492801301,37.84517633922532,-122.43581132577508,1.8008186521761,1.0,4.44065492174088,assigned,67.0,1.174771371305083,2.8194512911321983,,,,,2025-01-16 00:00:51.535697
TRIP_000005,105.63451173907144,37.76021980860756,-122.39814495527484,37.779908077001004,-122.45414218888153,3.348206541991363,1.0,5.67856523359309,assigned,16.0,0.285512738929941,0.68523057343186,,,,,2025-01-16 00:01:45.634512
TRIP_000006,105.67940028523802,37.80983647262012,-122.43322320275782,37.80160999476557,-122.3900950578852,2.422698084571784,1.0,4.938158467657427,assigned,74.0,0.689654023568394,1.655169656564146,,,,,2025-01-16 00:01:45.679400
TRIP_000007,107.66435181740802,37.79029209712975,-122.44900424644905,37.7665126664411,-122.32314258455797,7.068993906990358,1.0,8.655195125592286,assigned,49.0,0.353416817381883,0.84820036171652,,,,,2025-01-16 00:01:47.664352
TRIP_000008,114.29052604112997,37.81188087580136,-122.38971985030511,37.73127383388598,-122.5036581092442,8.353489675928422,1.0,9.682791740742738,assigned,42.0,0.108181113616458,0.2596346726795,,,,,2025-01-16 00:01:54.290526
TRIP_000009,150.12121437164717,37.70687415431669,-122.53293515050507,37.80799379043217,-122.54196611630941,7.006065601918319,1.0,8.604852481534657,assigned,28.0,2.599149381797819,6.237958516314767,,,,,2025-01-16 00:02:30.121214
TRIP_000010,175.22775537406577,37.817507954523684,-122.41673439072191,37.824637246961146,-122.49439306197476,4.268254369880235,1.0,6.414603495904188,assigned,40.0,0.9395825164929261,2.254998039583022,,,,,2025-01-16 00:02:55.227755
TRIP_000011,184.79268206998037,37.744997902041945,-122.5138227026687,37.748082743841614,-122.33071951817647,10.008741423848884,1.0,11.006993139079107,assigned,61.0,0.474125386746359,1.137900928191262,,,,,2025-01-16 00:03:04.792682
TRIP_000012,214.7782833018565,37.80972248288968,-122.49532936218631,37.79712690966078,-122.35536225389481,7.692642581785835,1.0,9.154114065428669,assigned,76.0,1.641789415330396,3.9402945967929512,,,,,2025-01-16 00:03:34.778283
TRIP_000013,252.8558864993341,37.72757459613396,-122.47621616435502,37.828587517897304,-122.43373501639728,7.356867075820475,1.0,8.88549366065638,assigned,97.0,0.286027066189082,0.6864649588537981,,,,,2025-01-16 00:04:12.855886
TRIP_000014,316.9677467188607,37.80814146303553,-122.39718517401856,37.84198953183979,-122.46012865289582,4.156890990199732,1.0,6.3255127921597865,assigned,92.0,0.8819400654230961,2.116656157015432,,,,,2025-01-16 00:05:16.967747
TRIP_000015,329.3415726893283,37.73634419183473,-122.49181222078963,37.69571153871726,-122.38867722853352,6.299192708705023,1.0,8.039354166964019,assigned,12.0,0.8290434650065981,1.989704316015837,,,,,2025-01-16 00:05:29.341573
TRIP_000016,358.816745859086,37.7226904597159,-122.51105431488087,37.848940239323,-122.46284015589018,9.114230859264474,1.0,10.291384687411579,assigned,68.0,0.7262482742086861,1.7429958581008471,,,,,2025-01-16 00:05:58.816746
TRIP_000017,403.30345623963467,37.795357974817435,-122.48903636496382,37.85218857327718,-122.43634686765951,4.86835930591226,1.0,6.894687444729808,assigned,21.0,1.084413522121312,2.602592453091149,,,,,2025-01-16 00:06:43.303456
TRIP_000018,404.5820336639177,37.8484446722351,-122.47890140644691,37.68585380192736,-122.52157591590174,11.476437811202729,1.0,12.181150248962183,assigned,78.0,2.7647816071609093,6.635475857186181,,,,,2025-01-16 00:06:44.582034
TRIP_000019,422.33996563486903,37.835201267041356,-122.45183365993884,37.77050337851415,-122.53302808671643,6.297053804368495,1.0,8.037643043494796,assigned,96.0,1.746929651824275,4.192631164378262,,,,,2025-01-16 00:07:02.339966
TRIP_000020,467.4991072468956,37.81382943444809,-122.52723789886876,37.757429393047445,-122.48769102834626,4.45646126740935,1.0,6.56516901392748,assigned,0.0,2.200839342095914,5.282014421030194,,,,,2025-01-16 00:07:47.499107
TRIP_000021,481.53825630426286,37.697292866043796,-122.38085336906407,37.754835747896344,-122.35622827479861,4.198592905811905,1.0,6.358874324649524,assigned,47.0,1.126844727931726,2.704427347036143,,,,,2025-01-16 00:08:01.538256
TRIP_000022,552.5080504592672,37.75799860231268,-122.43993860959155,37.6795928115857,-122.43553683900672,5.4241879782267475,1.0,7.339350382581398,assigned,35.0,0.259529670887301,0.6228712101295241,,,,,2025-01-16 00:09:12.508050
TRIP_000023,577.6735190230829,37.78987280504124,-122.49106259260095,37.84842614293793,-122.4363250510473,5.030629091380426,1.0,7.024503273104341,assigned,89.0,0.44804871135893304,1.075316907261439,,,,,2025-01-16 00:09:37.673519
TRIP_000024,578.6789310422548,37.79131800738484,-122.38130353413405,37.76466858369164,-122.35208838716171,2.437051759150156,1.0,4.949641407320125,assigned,22.0,1.1050163921826681,2.652039341238405,,,,,2025-01-16 00:09:38.678931
TRIP_000025,579.1882888716813,37.734203498499596,-122.37650423132368,37.696061907100955,-122.45412653098838,4.995877762728741,1.0,6.996702210182993,assigned,80.0,0.44085063747262704,1.0580415299343051,,,,,2025-01-16 00:09:39.188289
TRIP_000026,580.8537384225534,37.70489765915569,-122.4615770664012,37.82041161275027,-122.47998212839026,8.046582007232223,1.0,9.437265605785779,assigned,69.0,0.8343917338835141,2.002540161320435,,,,,2025-01-16 00:09:40.853738
TRIP_000027,594.3648728903656,37.755954188708934,-122.56644393928461,37.688594380544025,-122.38046120608166,11.182319567381672,1.0,11.945855653905339,assigned,50.0,1.842194547642515,4.421266914342037,,,,,2025-01-16 00:09:54.364873
TRIP_000028,645.8171761395938,37.780594394525224,-122.37129719533979,37.80403581689836,-122.49653276934984,7.029061810678271,1.0,8.623249448542616,assigned,5.0,1.394977326652499,3.347945583965999,,,,,2025-01-16 00:10:45.817176
TRIP_000029,647.6416249577101,37.723355903932905,-122.50049283302795,37.84848755894313,-122.47965973281515,8.722745026210504,1.0,9.978196020968404,assigned,88.0,0.754715270712898,1.811316649710957,,,,,2025-01-16 00:10:47.641625
TRIP_000030,667.8773576090745,37.71514729091273,-122.4387316518728,37.73386329157801,-122.36235100076385,4.371168759366287,1.0,6.49693500749303,assigned,65.0,0.493751655913065,1.185003974191357,,,,,2025-01-16 00:11:07.877358
TRIP_000031,668.654164048326,37.70447234470394,-122.49671857072425,37.72944398968188,-122.55367992169909,3.560406971499955,1.0,5.848325577199964,assigned,30.0,1.182261916670451,2.8374286000090843,,,,,2025-01-16 00:11:08.654164
TRIP_000032,680.3564757305727,37.82891280327402,-122.49348327216008,37.770068813042805,-122.5305757658924,4.543418573822453,1.0,6.6347348590579625,assigned,87.0,2.288401110062444,5.492162664149865,,,,,2025-01-16 00:11:20.356476
