timestamp,vehicle_id,old_state,new_state,km_traveled,battery_level_pct,trips_completed,lat,lon,datetime
0.0,19,idle,en_route_to_rider,0.0,100.0,0,37.767929362334534,-122.38835844476404,2025-01-16 00:00:00.000000
24.00892287662025,64,idle,en_route_to_rider,2.264081778108275,99.53105376984597,0,37.763578898010856,-122.38670796256199,2025-01-16 00:00:24.008923
24.36879001193302,55,idle,en_route_to_rider,0.0,100.0,0,37.7220133893908,-122.45385245152153,2025-01-16 00:00:24.368790
26.09497618853092,3,idle,en_route_to_rider,0.7928652383560341,99.83577838568274,0,37.76339847002739,-122.38780894079889,2025-01-16 00:00:26.094976
46.40747799938408,99,idle,en_route_to_rider,0.0,100.0,0,37.76544946883909,-122.49701162280493,2025-01-16 00:00:46.407478
114.34508498674268,15,idle,en_route_to_rider,0.0,100.0,0,37.76882235585662,-122.3934530251297,2025-01-16 00:01:54.345085
123.18847565236621,88,idle,en_route_to_rider,5.397094508713228,98.88213087172107,0,37.72906214226356,-122.38255055901307,2025-01-16 00:02:03.188476
135.5532814426088,93,idle,en_route_to_rider,2.308852947188625,99.52178057522781,0,37.76700113339291,-122.4040090703483,2025-01-16 00:02:15.553281
135.8267638861649,38,idle,en_route_to_rider,0.0,100.0,0,37.78640889519076,-122.40198202764708,2025-01-16 00:02:15.826764
153.48248674143795,41,idle,en_route_to_rider,0.0,100.0,0,37.782821506531825,-122.40235478264474,2025-01-16 00:02:33.482487
164.4032072197355,99,en_route_to_rider,on_trip,0.648158658774169,99.86575062680474,0,37.76801342397004,-122.50363144472213,2025-01-16 00:02:44.403207
191.8893337470432,91,idle,en_route_to_rider,3.26527533676401,99.32368230935994,0,37.75116482046354,-122.38567358184655,2025-01-16 00:03:11.889334
201.24825789663376,15,en_route_to_rider,on_trip,0.30066911313058403,99.93772413678266,0,37.767223540604746,-122.39069560959973,2025-01-16 00:03:21.248258
203.4652734669284,81,idle,en_route_to_rider,2.920576819694837,99.39507772965008,0,37.71258494866353,-122.41357459537264,2025-01-16 00:03:23.465273
228.54600224693746,93,en_route_to_rider,on_trip,2.677578678433335,99.4454085363289,0,37.763778291418674,-122.40302661859502,2025-01-16 00:03:48.546002
228.70950026057182,24,idle,en_route_to_rider,3.320451604688912,99.31225396649374,0,37.75098226018286,-122.3924211163914,2025-01-16 00:03:48.709500
234.3566763622293,95,idle,en_route_to_rider,2.549868134680706,99.47186048635244,0,37.758146364173086,-122.46262550759923,2025-01-16 00:03:54.356676
